Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Uncovering benefits and risks of integrated product service offerings — Using a case of technology encapsulation","Journal of Systems Science and Systems Engineering","","22","4","10.1007/s11518-013-5233-6","Tomohiko SakaoAnna Öhrwall RönnbäckGunilla Ölundh Sandström","2013","http://link.springer.com/article/10.1007/s11518-013-5233-6","Article"
"Society of general internal medicine 23rd annual meeting Boston, Massachusetts May 4–6, 2000 abstracts","Journal of General Internal Medicine","","15","1","10.1007/s11606-000-0019-1","","2000","http://link.springer.com/article/10.1007/s11606-000-0019-1","Article"
"Efficient Managing of Complex Programs with Project Management Services","Global Journal of Flexible Systems Management","","15","1","10.1007/s40171-013-0051-8","Marina StoshikjNatalia KryvinskaChristine Strauss","2014","http://link.springer.com/article/10.1007/s40171-013-0051-8","Article"
"The Tourist Offer of the Destination in an Experience Logic Perspective","The Experience Logic as a New Perspective for Marketing Management","","","","10.1007/978-3-319-77550-0_4","Fabio ForlaniTonino Pencarelli","2018","http://link.springer.com/chapter/10.1007/978-3-319-77550-0_4","Chapter"
"Dependent colony founding in the ant Proformica longiseta","Insectes Sociaux","","48","1","10.1007/PL00001750","I. Fernández-EscuderoP. SeppäP. Pamilo","2001","http://link.springer.com/article/10.1007/PL00001750","Article"
"The effect of self-checkout quality on customer satisfaction and repatronage in a retail context","Service Business","","11","1","10.1007/s11628-016-0302-9","Teresa FernandesRui Pedroso","2017","http://link.springer.com/article/10.1007/s11628-016-0302-9","Article"
"Queen–worker caste ratio depends on colony size in the pharaoh ant (Monomorium pharaonis)","Insectes Sociaux","","58","2","10.1007/s00040-010-0126-x","A. M. SchmidtT. A. LinksvayerJ. J. BoomsmaJ. S. Pedersen","2011","http://link.springer.com/article/10.1007/s00040-010-0126-x","Article"
"Funeral Consumption as an Ambivalent Experience","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_167","Isabelle SzmiginLouise Canning","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_167","Chapter"
"On the applicability of Bergmann’s rule to ectotherms: The state of the art","Biology Bulletin Reviews","","4","3","10.1134/S2079086414030098","M. V. Vinarski","2014","http://link.springer.com/article/10.1134/S2079086414030098","Article"
"Theoretical Framework","User-Generated Content and its Impact on Branding","","","","10.1007/978-3-658-02350-8_2","Severin Dennhardt","2014","http://link.springer.com/chapter/10.1007/978-3-658-02350-8_2","Chapter"
"Utilizing Web Sites to Provide Information and Build Relationships with Consumers","Proceedings of the 2010 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11797-3_128","Judith MadillLeighann C. Neilson","2015","http://link.springer.com/chapter/10.1007/978-3-319-11797-3_128","Chapter"
"An Overview of the LADEE Ultraviolet-Visible Spectrometer","The Lunar Atmosphere and Dust Environment Explorer Mission (LADEE)","","","","10.1007/978-3-319-18717-4_4","Anthony ColapreteKara VargoMark ShirleyDave LandisDiane WoodenJohn KarczBrendan HermalynAmanda Cook","2015","http://link.springer.com/chapter/10.1007/978-3-319-18717-4_4","Chapter"
"Why and how to compete through sustainability: a review and outline of trends influencing firm and network-level transformation","International Entrepreneurship and Management Journal","","","","10.1007/s11365-019-00558-9","Vinit ParidaJoakim Wincent","2019","http://link.springer.com/article/10.1007/s11365-019-00558-9","Article"
"Value Proposition Alignment: Estimating Sustainable Self-Service Technology Initiatives (An Extended Abstract)","Creating Marketing Magic and Innovative Future Marketing Trends","","","","10.1007/978-3-319-45596-9_32","Peter EkmanRandle RaggioSteven Thompson","2017","http://link.springer.com/chapter/10.1007/978-3-319-45596-9_32","Chapter"
"Effects of bile salts on plasma concentration of β-endorphin-like immunoreactivity in men","Digestive Diseases and Sciences","","33","6","10.1007/BF01540432","Mitsuhiro Matsumura MDIchiro Shimizu MDMasahiro Ohura MDHiroko Mori MDShiro Saito MD","1988","http://link.springer.com/article/10.1007/BF01540432","Article"
"Dynamics of Value Creation, Capture, and Erosion: Towards a Theory of Firm Sustainability","The Customer is NOT Always Right? Marketing Orientationsin a Dynamic Business World","","","","10.1007/978-3-319-50008-9_238","Rajiv K. KashyapRaza MirEaswar S. Iyer","2017","http://link.springer.com/chapter/10.1007/978-3-319-50008-9_238","Chapter"
"Leveraging model-informed approaches for drug discovery and development in the cardiovascular space","Journal of Pharmacokinetics and Pharmacodynamics","","45","3","10.1007/s10928-018-9571-3","Marissa F. DockendorfRyan C. VargoFerdous GheyasAnne S. Y. ChainManash S. ChatterjeeLarissa A. Wenning","2018","http://link.springer.com/article/10.1007/s10928-018-9571-3","Article"
"Customer experience management: toward implementing an evolving marketing concept","Journal of the Academy of Marketing Science","","45","3","10.1007/s11747-015-0460-7","Christian HomburgDanijel JozićChristina Kuehnl","2017","http://link.springer.com/article/10.1007/s11747-015-0460-7","Article"
"Perceived Justice & Emotions in a Negative Service Encounter: A Latin American Perspective","Ideas in Marketing: Finding the New and Polishing the Old","","","","10.1007/978-3-319-10951-0_157","Juan Carlos Sosa VarelaGöran SvenssonFlávio Régio BrambillaMario Eduardo Giraldo Oliveros","2015","http://link.springer.com/chapter/10.1007/978-3-319-10951-0_157","Chapter"
"Value network analysis for complex service systems: a case study on Taiwan’s mobile application services","Service Business","","9","3","10.1007/s11628-014-0237-y","Juite WangJung-Yu LaiLi-Chun Hsiao","2015","http://link.springer.com/article/10.1007/s11628-014-0237-y","Article"
"Blue Rinse Blues? Older Lesbians’ Experiences of Domestic Violence","Mapping Intimacies","","","","10.1057/9781137313423_9","Megan Todd","2013","http://link.springer.com/chapter/10.1057/9781137313423_9","Chapter"
"The Impact of Variability of Front-Line Service Employees on the Customer Perceptions of Service Quality","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_251","Emre Ulusoy","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_251","Chapter"
"Who Uses Direct-to-Consumer Brain Stimulation Products, and Why? A Study of Home Users of tDCS Devices","Journal of Cognitive Enhancement","","2","1","10.1007/s41465-017-0062-z","Anna Wexler","2018","http://link.springer.com/article/10.1007/s41465-017-0062-z","Article"
"Altered grazing patterns in an experimental copepod-alga ecosystem exposed to naphthalene and Kuwait crude oil","Bulletin of Environmental Contamination and Toxicology","","36","1","10.1007/BF01623505","John H. Vandermeulen","1986","http://link.springer.com/article/10.1007/BF01623505","Article"
"The Formation of Customer Engagement Behavior in a Hedonic Service Setting","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_140","Mark P. PritchardDaniel C. Funk","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_140","Chapter"
"Queen number and the production of sexuals in the fire ant, Solenopsis invicta (Hymenoptera: Formicidae)","Behavioral Ecology and Sociobiology","","19","1","10.1007/BF00303841","Edward L. VargoDavid J. C. Fletcher","1986","http://link.springer.com/article/10.1007/BF00303841","Article"
"The Changing Role of Salespeople and Consequences for Required Capabilities: A Review and Empirical Exploration","The Sustainable Global Marketplace","","","","10.1007/978-3-319-10873-5_178","Javier Marcos-CuevasLynette Ryals","2015","http://link.springer.com/chapter/10.1007/978-3-319-10873-5_178","Chapter"
"Effects of dispersed and adsorbed crude oil on microalgal and bacterial communities of cold seawater","Ecotoxicology","","5","4","10.1007/BF00118994","R. SironÉ. PelletierS. Roy","1996","http://link.springer.com/article/10.1007/BF00118994","Article"
"Polyelectrolyte Adsorption on NH3-Plasma-Treated Poly(tetrafluoroethylene-co-hexafluoropropylene)","Plasmas and Polymers","","6","4","10.1023/A:1014409915256","Uwe LappanMirko NitschkeDieter PleulFrank SimonSteffi Uhlmann","2001","http://link.springer.com/article/10.1023/A%3A1014409915256","Article"
"Emerging Design Research Themes: A Research Review from Design, Service, and Management Studies","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_8","Yuriko Sawatani","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_8","Chapter"
"Jerry Hirsch (20 September 1922–3 May 2008): A Tribute","Behavior Genetics","","38","6","10.1007/s10519-008-9231-2","Pierre L. Roubertoux","2008","http://link.springer.com/article/10.1007/s10519-008-9231-2","Article"
"Correlations between atmospheric aerosol trace element concentrations and red tide at Port Aransas, Texas, on the Gulf of Mexico","Journal of Radioanalytical and Nuclear Chemistry","","263","3","10.1007/s10967-005-0655-3","S. R. BiegalskiT. A. Villareal","2005","http://link.springer.com/article/10.1007/s10967-005-0655-3","Article"
"Learning in three species of diptera: The blow flyPhormia regina, the fruit flyDrosophila melanogaster, and the house flyMusca domestica","Behavior Genetics","","14","5","10.1007/BF01065445","Terry R. McGuire","1984","http://link.springer.com/article/10.1007/BF01065445","Article"
"The Biology of Panic Disorder","Biology of Depressive Disorders","","","","10.1007/978-1-4757-9501-1_8","Jeremy D. CoplanLaszlo A. PappJack M. Gorman","1993","http://link.springer.com/chapter/10.1007/978-1-4757-9501-1_8","Chapter"
"Information systems for smart services","Information Systems and e-Business Management","","15","4","10.1007/s10257-017-0365-8","Daniel BeverungenMartin MatznerChristian Janiesch","2017","http://link.springer.com/article/10.1007/s10257-017-0365-8","Article"
"Prosumption of Social Context in Web 2.0: Theoretical Implications for the Prosumer Concept","Customers at Work","","","","10.1057/9781137293251_11","Tabea BeyreutherChristian EismannSabine HornungFrank Kleemann","2013","http://link.springer.com/chapter/10.1057/9781137293251_11","Chapter"
"Innovation with Effectuation: An Opportunity for the Public Sector","Innovating in Practice","","","","10.1007/978-3-319-43380-6_9","Kirsti MäensivuMarja ToivonenKaro Tammela","2017","http://link.springer.com/chapter/10.1007/978-3-319-43380-6_9","Chapter"
"Distributed Leadership: When People Claim Brand Ownership","Engaged Leadership","","","","10.1007/978-3-319-72221-4_19","Silvia BiraghiRossella C. GambettiStephen Quigley","2018","http://link.springer.com/chapter/10.1007/978-3-319-72221-4_19","Chapter"
"Tourism Branding, Identity, Reputation Co-creation, and Word-of-Mouth in the Age of Social Media","Tourism Management, Marketing, and Development","","","","10.1057/9781137354358_2","Dimitrios BuhalisAlessandro Inversini","2014","http://link.springer.com/chapter/10.1057/9781137354358_2","Chapter"
"Service Lifecycle Management","Business & Information Systems Engineering","","5","1","10.1007/s12599-012-0241-5","M.A. HSG Michael FischbachDr. Thomas PuschmannProf. Dr. Rainer Alt","2013","http://link.springer.com/article/10.1007/s12599-012-0241-5","Article"
"Managing the customer horizon — final customers and the network perspective","Marketing Review St. Gallen","","24","3","10.1007/BF03249158","Dr. Stephan C. HennebergDr. Stefanos Mouzas","2007","http://link.springer.com/article/10.1007/BF03249158","Article"
"An Empirical Assessment of Service Quality, Service Consumption Experience and Relational Exchange in Electronic Mediated Environment (EME)","Information Systems Frontiers","","","","10.1007/s10796-019-09894-1","Hua DaiA. F. Salam","2019","http://link.springer.com/article/10.1007/s10796-019-09894-1","Article"
"Social Software: Silver Bullet or an Enabler of Competitive Advantage?","Grand Successes and Failures in IT. Public and Private Sectors","","","","10.1007/978-3-642-38862-0_38","Darshan Desai","2013","http://link.springer.com/chapter/10.1007/978-3-642-38862-0_38","Chapter"
"Examining Project Management Through a Marketing Lens: a Literature Review and Research Agenda","Proceedings of the 2010 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11797-3_41","Daniel Prior","2015","http://link.springer.com/chapter/10.1007/978-3-319-11797-3_41","Chapter"
"Imperfect female choice and male mating skew on leks of different sizes","Behavioral Ecology and Sociobiology","","45","3 - 4","10.1007/s002650050562","Rufus A. JohnstoneDavid J. D. Earn","1999","http://link.springer.com/article/10.1007/s002650050562","Article"
"Using Social Media to Empower Learning Resources Evaluation and Recommendation Across Boundaries","Social Media Tools and Platforms in Learning Environments","","","","10.1007/978-3-642-20392-3_14","Jerry Z. LiWenting Ma","2011","http://link.springer.com/chapter/10.1007/978-3-642-20392-3_14","Chapter"
"Toward an Understaning of Customer Negotiation Behavior: A Structured Abstract","Marketing Dynamism & Sustainability: Things Change, Things Stay the Same…","","","","10.1007/978-3-319-10912-1_170","Yvette HolmesLeff Bonney","2015","http://link.springer.com/chapter/10.1007/978-3-319-10912-1_170","Chapter"
"Success Factors in New Service Development and Value Creation through Services","Advances in Services Innovations","","","","10.1007/978-3-540-29860-1_9","Bo EdvardssonAnders GustafssonBo Enquist","2007","http://link.springer.com/chapter/10.1007/978-3-540-29860-1_9","Chapter"
"Matrix Metalloproteinases as Key Regulators of Tumor–Bone Interaction","The Cancer Degradome","","","","10.1007/978-0-387-69057-5_27","Conor C. LynchLynn M. Matrisian","2008","http://link.springer.com/chapter/10.1007/978-0-387-69057-5_27","Chapter"
